Jan 24 15:01:30 amirAcerAspireF5 kernel: Linux version 6.1.6-arch1-1 (linux@archlinux) (gcc (GCC) 12.2.0, GNU ld (GNU Binutils) 2.39.0) #1 SMP PREEMPT_DYNAMIC Sat, 14 Jan 2023 13:09:35 +0000
Jan 24 15:01:30 amirAcerAspireF5 kernel: Command line: BOOT_IMAGE=/boot/vmlinuz-linux root=UUID=8236de7f-9cf5-45bc-9296-53007fa2265e rw loglevel=3 quiet
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x002: 'SSE registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x004: 'AVX registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x008: 'MPX bounds registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x010: 'MPX CSR'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: xstate_offset[2]:  576, xstate_sizes[2]:  256
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: xstate_offset[3]:  832, xstate_sizes[3]:   64
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: xstate_offset[4]:  896, xstate_sizes[4]:   64
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Enabled xstate features 0x1f, context size is 960 bytes, using 'compacted' format.
Jan 24 15:01:30 amirAcerAspireF5 kernel: signal: max sigframe size: 2032
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-provided physical RAM map:
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000000000000-0x000000000009e7ff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000000009e800-0x000000000009ffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000000e0000-0x00000000000fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000000100000-0x000000006834bfff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000006834c000-0x000000006834cfff] ACPI NVS
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000006834d000-0x0000000068376fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000068377000-0x0000000068427fff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000068428000-0x0000000068d28fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000068d29000-0x0000000075c3dfff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000075c3e000-0x000000007662dfff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000007662e000-0x0000000077fadfff] ACPI NVS
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000077fae000-0x0000000077ffdfff] ACPI data
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000077ffe000-0x0000000077ffefff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000077fff000-0x00000000780fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000079000000-0x000000007c7fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000e0000000-0x00000000efffffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fd000000-0x00000000fe7fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000feb00000-0x00000000feb03fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fec00000-0x00000000fec00fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fed00000-0x00000000fed00fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fed10000-0x00000000fed19fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fed84000-0x00000000fed84fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fee00000-0x00000000fee00fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000ffa00000-0x00000000ffffffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000100000000-0x00000001827fffff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: NX (Execute Disable) protection: active
Jan 24 15:01:30 amirAcerAspireF5 kernel: SMBIOS 2.8 present.
Jan 24 15:01:30 amirAcerAspireF5 kernel: DMI: Acer Aspire F5-572G/Zoro_SL , BIOS V1.14 03/04/2016
Jan 24 15:01:30 amirAcerAspireF5 kernel: tsc: Detected 2400.000 MHz processor
Jan 24 15:01:30 amirAcerAspireF5 kernel: e820: update [mem 0x00000000-0x00000fff] usable ==> reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: e820: remove [mem 0x000a0000-0x000fffff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: last_pfn = 0x182800 max_arch_pfn = 0x400000000
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/PAT: Configuration [0-7]: WB  WC  UC- UC  WB  WP  UC- WT  
Jan 24 15:01:30 amirAcerAspireF5 kernel: total RAM covered: 6015M
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 64K         chunk_size: 64K         num_reg: 10          lose cover RAM: 4195324K
Jan 24 15:02:08 amirAcerAspireF5 kernel: audit: type=1105 audit(1674559928.496:61): pid=494 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:session_open grantors=pam_unix,pam_systemd acct="lightdm" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:09 amirAcerAspireF5 systemd[498]: Created slice User Core Session Slice.
Jan 24 15:02:09 amirAcerAspireF5 systemd[498]: Starting D-Bus User Message Bus...
Jan 24 15:02:09 amirAcerAspireF5 systemd[498]: Started D-Bus User Message Bus.
Jan 24 15:02:09 amirAcerAspireF5 dbus-daemon[511]: [session uid=972 pid=511] Activating systemd to hand-off: service name='org.a11y.Bus' unit='at-spi-dbus-bus.service' requested by ':1.0' (uid=972 pid=505 comm="/usr/bin/lightdm-gtk-greeter")
Jan 24 15:02:09 amirAcerAspireF5 dbus-daemon[511]: [session uid=972 pid=511] Successfully activated service 'org.freedesktop.systemd1'
Jan 24 15:02:09 amirAcerAspireF5 systemd[498]: Starting Accessibility services bus...
Jan 24 15:02:10 amirAcerAspireF5 dbus-daemon[511]: [session uid=972 pid=511] Successfully activated service 'org.a11y.Bus'
Jan 24 15:02:10 amirAcerAspireF5 systemd[498]: Started Accessibility services bus.
Jan 24 15:02:10 amirAcerAspireF5 dbus-daemon[511]: [session uid=972 pid=511] Activating via systemd: service name='org.gtk.vfs.Daemon' unit='gvfs-daemon.service' requested by ':1.3' (uid=972 pid=505 comm="/usr/bin/lightdm-gtk-greeter")
Jan 24 15:02:10 amirAcerAspireF5 systemd[498]: Starting Virtual filesystem service...
Jan 24 15:02:10 amirAcerAspireF5 dbus-daemon[511]: [session uid=972 pid=511] Successfully activated service 'org.gtk.vfs.Daemon'
Jan 24 15:02:10 amirAcerAspireF5 systemd[498]: Started Virtual filesystem service.
Jan 24 15:02:10 amirAcerAspireF5 kernel: pcieport 0000:00:1c.5: AER: Corrected error received: 0000:03:00.0
Jan 24 15:02:10 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: PCIe Bus Error: severity=Corrected, type=Data Link Layer, (Receiver ID)
Jan 24 15:02:10 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:   device [168c:0042] error status/mask=00000080/00006000
Jan 24 15:02:10 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:    [ 7] BadDLLP               
Jan 24 15:02:12 amirAcerAspireF5 kernel: pcieport 0000:00:1c.5: AER: Corrected error received: 0000:03:00.0
Jan 24 15:02:12 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: PCIe Bus Error: severity=Corrected, type=Data Link Layer, (Receiver ID)
Jan 24 15:02:12 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:   device [168c:0042] error status/mask=00000080/00006000
Jan 24 15:02:12 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:    [ 7] BadDLLP               
Jan 24 15:02:12 amirAcerAspireF5 at-spi-bus-launcher[518]: dbus-daemon[518]: Activating service name='org.a11y.atspi.Registry' requested by ':1.0' (uid=972 pid=505 comm="/usr/bin/lightdm-gtk-greeter")
Jan 24 15:02:12 amirAcerAspireF5 at-spi-bus-launcher[518]: dbus-daemon[518]: Successfully activated service 'org.a11y.atspi.Registry'
Jan 24 15:02:12 amirAcerAspireF5 at-spi-bus-launcher[547]: SpiRegistry daemon is running with well-known name - org.a11y.atspi.Registry
Jan 24 15:02:12 amirAcerAspireF5 dbus-daemon[382]: [system] Activating via systemd: service name='org.freedesktop.home1' unit='dbus-org.freedesktop.home1.service' requested by ':1.16' (uid=0 pid=545 comm="lightdm --session-child 15 22")
Jan 24 15:02:12 amirAcerAspireF5 dbus-daemon[382]: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.home1.service': Unit dbus-org.freedesktop.home1.service not found.
Jan 24 15:02:12 amirAcerAspireF5 lightdm[545]: pam_systemd_home(lightdm:auth): systemd-homed is not available: Unit dbus-org.freedesktop.home1.service not found.
Jan 24 15:02:13 amirAcerAspireF5 kernel: pcieport 0000:00:1c.5: AER: Corrected error received: 0000:03:00.0
Jan 24 15:02:13 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: PCIe Bus Error: severity=Corrected, type=Data Link Layer, (Receiver ID)
Jan 24 15:02:13 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:   device [168c:0042] error status/mask=00000080/00006000
Jan 24 15:02:13 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:    [ 7] BadDLLP               
Jan 24 15:02:16 amirAcerAspireF5 audit[545]: USER_AUTH pid=545 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:authentication grantors=pam_shells,pam_faillock,pam_permit,pam_faillock acct="amasirat" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:16 amirAcerAspireF5 audit[545]: USER_ACCT pid=545 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting grantors=pam_access,pam_unix,pam_permit,pam_time acct="amasirat" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:16 amirAcerAspireF5 kernel: audit: type=1100 audit(1674559936.783:62): pid=545 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:authentication grantors=pam_shells,pam_faillock,pam_permit,pam_faillock acct="amasirat" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:16 amirAcerAspireF5 kernel: audit: type=1101 audit(1674559936.783:63): pid=545 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting grantors=pam_access,pam_unix,pam_permit,pam_time acct="amasirat" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:16 amirAcerAspireF5 lightdm[545]: Error getting user list from org.freedesktop.Accounts: GDBus.Error:org.freedesktop.DBus.Error.ServiceUnknown: The name org.freedesktop.Accounts was not provided by any .service files
Jan 24 15:02:16 amirAcerAspireF5 systemd[1]: Stopping Session c1 of User lightdm...
Jan 24 15:02:17 amirAcerAspireF5 lightdm[494]: pam_unix(lightdm-greeter:session): session closed for user lightdm
Jan 24 15:02:17 amirAcerAspireF5 audit[494]: USER_END pid=494 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:session_close grantors=pam_unix,pam_systemd acct="lightdm" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:17 amirAcerAspireF5 audit[494]: CRED_DISP pid=494 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred grantors=pam_env,pam_permit acct="lightdm" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:17 amirAcerAspireF5 kernel: audit: type=1106 audit(1674559937.223:64): pid=494 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:session_close grantors=pam_unix,pam_systemd acct="lightdm" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:17 amirAcerAspireF5 kernel: audit: type=1104 audit(1674559937.223:65): pid=494 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred grantors=pam_env,pam_permit acct="lightdm" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:17 amirAcerAspireF5 systemd[1]: session-c1.scope: Deactivated successfully.
Jan 24 15:02:17 amirAcerAspireF5 systemd[1]: Stopped Session c1 of User lightdm.
Jan 24 15:02:17 amirAcerAspireF5 audit[545]: CRED_ACQ pid=545 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred grantors=pam_shells,pam_faillock,pam_permit,pam_faillock acct="amasirat" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:17 amirAcerAspireF5 audit[545]: SYSCALL arch=c000003e syscall=1 success=yes exit=4 a0=b a1=7ffdb1d461b0 a2=4 a3=7ffdb1d45ec4 items=0 ppid=425 pid=545 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=2 comm="lightdm" exe="/usr/bin/lightdm" key=(null)
Jan 24 15:02:17 amirAcerAspireF5 audit: PROCTITLE proctitle=6C69676874646D002D2D73657373696F6E2D6368696C64003135003232
Jan 24 15:02:17 amirAcerAspireF5 lightdm[545]: pam_unix(lightdm:session): session opened for user amasirat(uid=1000) by (uid=0)
Jan 24 15:02:17 amirAcerAspireF5 kernel: audit: type=1103 audit(1674559937.276:66): pid=545 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred grantors=pam_shells,pam_faillock,pam_permit,pam_faillock acct="amasirat" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:17 amirAcerAspireF5 kernel: audit: type=1006 audit(1674559937.276:67): pid=545 uid=0 old-auid=4294967295 auid=1000 tty=(none) old-ses=4294967295 ses=2 res=1
Jan 24 15:02:17 amirAcerAspireF5 kernel: audit: type=1300 audit(1674559937.276:67): arch=c000003e syscall=1 success=yes exit=4 a0=b a1=7ffdb1d461b0 a2=4 a3=7ffdb1d45ec4 items=0 ppid=425 pid=545 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=2 comm="lightdm" exe="/usr/bin/lightdm" key=(null)
Jan 24 15:02:17 amirAcerAspireF5 kernel: audit: type=1327 audit(1674559937.276:67): proctitle=6C69676874646D002D2D73657373696F6E2D6368696C64003135003232
Jan 24 15:02:17 amirAcerAspireF5 systemd-logind[383]: Removed session c1.
Jan 24 15:02:17 amirAcerAspireF5 systemd[1]: Created slice User Slice of UID 1000.
Jan 24 15:02:17 amirAcerAspireF5 systemd[1]: Starting User Runtime Directory /run/user/1000...
Jan 24 15:02:17 amirAcerAspireF5 systemd-logind[383]: New session 2 of user amasirat.
Jan 24 15:02:17 amirAcerAspireF5 systemd[1]: Finished User Runtime Directory /run/user/1000.
Jan 24 15:02:17 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user-runtime-dir@1000 comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:02:17 amirAcerAspireF5 kernel: audit: type=1130 audit(1674559937.403:68): pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user-runtime-dir@1000 comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:02:17 amirAcerAspireF5 systemd[1]: Starting User Manager for UID 1000...
Jan 24 15:02:17 amirAcerAspireF5 dbus-daemon[382]: [system] Activating via systemd: service name='org.freedesktop.home1' unit='dbus-org.freedesktop.home1.service' requested by ':1.20' (uid=0 pid=555 comm="(systemd)")
Jan 24 15:02:17 amirAcerAspireF5 dbus-daemon[382]: [system] Activation via systemd failed for unit 'dbus-org.freedesktop.home1.service': Unit dbus-org.freedesktop.home1.service not found.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: pam_systemd_home(systemd-user:account): systemd-homed is not available: Unit dbus-org.freedesktop.home1.service not found.
Jan 24 15:02:17 amirAcerAspireF5 audit[555]: USER_ACCT pid=555 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting grantors=pam_access,pam_unix,pam_permit,pam_time acct="amasirat" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:02:17 amirAcerAspireF5 audit[555]: CRED_ACQ pid=555 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred grantors=? acct="amasirat" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=failed'
Jan 24 15:02:17 amirAcerAspireF5 audit[555]: SYSCALL arch=c000003e syscall=1 success=yes exit=4 a0=9 a1=7ffc251f3de0 a2=4 a3=7ffc251f3af4 items=0 ppid=1 pid=555 auid=1000 uid=0 gid=0 euid=0 suid=0 fsuid=0 egid=0 sgid=0 fsgid=0 tty=(none) ses=3 comm="(systemd)" exe="/usr/lib/systemd/systemd" key=(null)
Jan 24 15:02:17 amirAcerAspireF5 audit: PROCTITLE proctitle="(systemd)"
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: pam_warn(systemd-user:setcred): function=[pam_sm_setcred] flags=0x8002 service=[systemd-user] terminal=[] user=[amasirat] ruser=[<unknown>] rhost=[<unknown>]
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: pam_unix(systemd-user:session): session opened for user amasirat(uid=1000) by (uid=0)
Jan 24 15:02:17 amirAcerAspireF5 kernel: audit: type=1101 audit(1674559937.443:69): pid=555 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting grantors=pam_access,pam_unix,pam_permit,pam_time acct="amasirat" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:02:17 amirAcerAspireF5 audit[555]: USER_START pid=555 uid=0 auid=1000 ses=3 msg='op=PAM:session_open grantors=pam_loginuid,pam_loginuid,pam_keyinit,pam_systemd_home,pam_limits,pam_unix,pam_permit,pam_mail,pam_systemd,pam_env acct="amasirat" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:02:17 amirAcerAspireF5 systemd-xdg-autostart-generator[560]: Configuration file /home/amasirat/.config/autostart/windscribe.desktop is marked executable. Please remove executable permission bits. Proceeding anyway.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Queued start job for default target Main User Target.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Created slice User Application Slice.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Reached target Paths.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Reached target Timers.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Starting D-Bus User Message Bus Socket...
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Listening on GnuPG network certificate management daemon.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Listening on GnuPG cryptographic agent and passphrase cache (access for web browsers).
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Listening on GnuPG cryptographic agent and passphrase cache (restricted).
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Listening on GnuPG cryptographic agent (ssh-agent emulation).
Jan 24 15:02:17 amirAcerAspireF5 audit[1]: SERVICE_START pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=user@1000 comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:02:17 amirAcerAspireF5 audit[545]: USER_START pid=545 uid=0 auid=1000 ses=2 msg='op=PAM:session_open grantors=pam_loginuid,pam_keyinit,pam_systemd_home,pam_limits,pam_unix,pam_permit,pam_mail,pam_systemd,pam_env acct="amasirat" exe="/usr/bin/lightdm" hostname=? addr=? terminal=:0 res=success'
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Listening on GnuPG cryptographic agent and passphrase cache.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Listening on p11-kit server.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Listening on PipeWire PulseAudio.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Listening on PipeWire Multimedia System Socket.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Listening on D-Bus User Message Bus Socket.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Reached target Sockets.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Reached target Basic System.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Reached target Main User Target.
Jan 24 15:02:17 amirAcerAspireF5 systemd[555]: Startup finished in 288ms.
Jan 24 15:02:17 amirAcerAspireF5 systemd[1]: Started User Manager for UID 1000.
Jan 24 15:02:17 amirAcerAspireF5 systemd[1]: Started Session 2 of User amasirat.
Jan 24 15:02:17 amirAcerAspireF5 audit[545]: USER_LOGIN pid=545 uid=0 auid=1000 ses=2 msg='op=login id=1000 exe="/usr/bin/lightdm" hostname=amirAcerAspireF5 addr=? terminal=/dev/tty7 res=success'
Jan 24 15:02:18 amirAcerAspireF5 systemd[555]: Created slice User Core Session Slice.
Jan 24 15:02:18 amirAcerAspireF5 systemd[555]: Starting D-Bus User Message Bus...
Jan 24 15:02:18 amirAcerAspireF5 systemd[555]: Started D-Bus User Message Bus.
Jan 24 15:02:18 amirAcerAspireF5 dbus-daemon[569]: [session uid=1000 pid=569] Successfully activated service 'org.freedesktop.systemd1'
Jan 24 15:02:19 amirAcerAspireF5 systemd[1]: systemd-hostnamed.service: Deactivated successfully.
Jan 24 15:02:19 amirAcerAspireF5 audit[1]: SERVICE_STOP pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=systemd-hostnamed comm="systemd" exe="/usr/lib/systemd/systemd" hostname=? addr=? terminal=? res=success'
Jan 24 15:02:19 amirAcerAspireF5 audit: BPF prog-id=0 op=UNLOAD
Jan 24 15:02:19 amirAcerAspireF5 audit: BPF prog-id=0 op=UNLOAD
Jan 24 15:02:19 amirAcerAspireF5 audit: BPF prog-id=0 op=UNLOAD
Jan 24 15:02:20 amirAcerAspireF5 systemd[555]: Started PipeWire Multimedia Service.
Jan 24 15:02:20 amirAcerAspireF5 systemd[555]: Started Multimedia Service Session Manager.
Jan 24 15:02:20 amirAcerAspireF5 systemd[555]: Started PipeWire PulseAudio.
Jan 24 15:02:20 amirAcerAspireF5 wireplumber[597]: Can't find org.freedesktop.portal.Desktop. Is xdg-desktop-portal running?
Jan 24 15:02:20 amirAcerAspireF5 pipewire-pulse[598]: mod.rt: Can't find org.freedesktop.portal.Desktop. Is xdg-desktop-portal running?
Jan 24 15:02:20 amirAcerAspireF5 wireplumber[597]: found session bus but no portal
Jan 24 15:02:20 amirAcerAspireF5 pipewire-pulse[598]: mod.rt: found session bus but no portal
Jan 24 15:02:20 amirAcerAspireF5 pipewire[596]: mod.rt: Can't find org.freedesktop.portal.Desktop. Is xdg-desktop-portal running?
Jan 24 15:02:20 amirAcerAspireF5 pipewire[596]: mod.rt: found session bus but no portal
Jan 24 15:02:20 amirAcerAspireF5 pipewire-pulse[598]: mod.rt: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:20 amirAcerAspireF5 pipewire-pulse[598]: mod.rt: could not set nice-level to -11: No such file or directory
Jan 24 15:02:20 amirAcerAspireF5 pipewire-pulse[598]: mod.rt: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:20 amirAcerAspireF5 wireplumber[597]: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:20 amirAcerAspireF5 wireplumber[597]: could not set nice-level to -11: No such file or directory
Jan 24 15:02:20 amirAcerAspireF5 pipewire[596]: mod.rt: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:20 amirAcerAspireF5 pipewire[596]: mod.rt: could not set nice-level to -11: No such file or directory
Jan 24 15:02:20 amirAcerAspireF5 wireplumber[597]: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:20 amirAcerAspireF5 pipewire[596]: mod.rt: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:20 amirAcerAspireF5 kernel: pcieport 0000:00:1c.5: AER: Corrected error received: 0000:03:00.0
Jan 24 15:02:20 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: PCIe Bus Error: severity=Corrected, type=Data Link Layer, (Receiver ID)
Jan 24 15:02:20 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:   device [168c:0042] error status/mask=00000080/00006000
Jan 24 15:02:20 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:    [ 7] BadDLLP               
Jan 24 15:02:21 amirAcerAspireF5 wireplumber[597]: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:21 amirAcerAspireF5 wireplumber[597]: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:21 amirAcerAspireF5 wireplumber[597]: could not make thread 599 realtime using RTKit: No such file or directory
Jan 24 15:02:21 amirAcerAspireF5 pipewire-pulse[598]: mod.rt: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:21 amirAcerAspireF5 pipewire-pulse[598]: mod.rt: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:21 amirAcerAspireF5 pipewire-pulse[598]: mod.rt: could not make thread 601 realtime using RTKit: No such file or directory
Jan 24 15:02:21 amirAcerAspireF5 pipewire[596]: mod.rt: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:21 amirAcerAspireF5 pipewire[596]: mod.rt: RTKit error: org.freedesktop.DBus.Error.ServiceUnknown
Jan 24 15:02:21 amirAcerAspireF5 pipewire[596]: mod.rt: could not make thread 602 realtime using RTKit: No such file or directory
Jan 24 15:02:23 amirAcerAspireF5 wireplumber[597]: [0:01:01.015712128] [597]  INFO Camera camera_manager.cpp:299 libcamera v0.0.3
Jan 24 15:02:23 amirAcerAspireF5 kernel: pcieport 0000:00:1c.5: AER: Corrected error received: 0000:03:00.0
Jan 24 15:02:23 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0: PCIe Bus Error: severity=Corrected, type=Data Link Layer, (Receiver ID)
Jan 24 15:02:23 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:   device [168c:0042] error status/mask=00000080/00006000
Jan 24 15:02:23 amirAcerAspireF5 kernel: ath10k_pci 0000:03:00.0:    [ 7] BadDLLP               
Jan 24 15:02:24 amirAcerAspireF5 pipewire[596]: [0:01:02.462980414] [596]  INFO Camera camera_manager.cpp:299 libcamera v0.0.3
